EntityName,CIK,Metric,start,end,val,accn,fy,fp,form,filed,frame
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2019-01-01,2019-12-31,5739000000,0000012927-21-000011,2020,FY,10-K,2021-02-01,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2019-01-01,2019-12-31,5739000000,0000012927-22-000010,2021,FY,10-K,2022-01-31,CY2019
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-03-31,10280000000,0000012927-20-000045,2020,Q1,10-Q,2020-04-29,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-03-31,10280000000,0000012927-21-000040,2021,Q1,10-Q,2021-04-28,CY2020Q1
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-06-30,32742000000,0000012927-20-000065,2020,Q2,10-Q,2020-07-29,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-06-30,32742000000,0000012927-21-000073,2021,Q2,10-Q,2021-07-28,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-09-30,32274000000,0000012927-20-000076,2020,Q3,10-Q,2020-10-28,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-09-30,32274000000,0000012927-21-000094,2021,Q3,10-Q,2021-10-27,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-12-31,34955000000,0000012927-21-000011,2020,FY,10-K,2021-02-01,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-12-31,34955000000,0000012927-22-000010,2021,FY,10-K,2022-01-31,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2020-01-01,2020-12-31,34955000000,0000012927-23-000007,2022,FY,10-K,2023-01-27,CY2020
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-03-31,-48000000,0000012927-21-000040,2021,Q1,10-Q,2021-04-28,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-03-31,-48000000,0000012927-22-000022,2022,Q1,10-Q,2022-04-27,CY2021Q1
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-06-30,-67000000,0000012927-21-000073,2021,Q2,10-Q,2021-07-28,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-06-30,-67000000,0000012927-22-000058,2022,Q2,10-Q,2022-07-27,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-09-30,-1238000000,0000012927-21-000094,2021,Q3,10-Q,2021-10-27,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-09-30,-1238000000,0000012927-22-000073,2022,Q3,10-Q,2022-10-26,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-12-31,-5600000000,0000012927-22-000010,2021,FY,10-K,2022-01-31,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2021-01-01,2021-12-31,-5600000000,0000012927-23-000007,2022,FY,10-K,2023-01-27,CY2021
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2022-01-01,2022-03-31,-396000000,0000012927-22-000022,2022,Q1,10-Q,2022-04-27,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2022-01-01,2022-03-31,-396000000,0000012927-23-000029,2023,Q1,10-Q,2023-04-26,CY2022Q1
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2022-01-01,2022-06-30,-998000000,0000012927-22-000058,2022,Q2,10-Q,2022-07-27,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2022-01-01,2022-06-30,-998000000,0000012927-23-000048,2023,Q2,10-Q,2023-07-26,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2022-01-01,2022-09-30,-1016000000,0000012927-22-000073,2022,Q3,10-Q,2022-10-26,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2022-01-01,2022-09-30,-1016000000,0000012927-23-000062,2023,Q3,10-Q,2023-10-25,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2022-01-01,2022-12-31,-1266000000,0000012927-23-000007,2022,FY,10-K,2023-01-27,CY2022
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2023-01-01,2023-03-31,-1680000000,0000012927-23-000029,2023,Q1,10-Q,2023-04-26,CY2023Q1
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2023-01-01,2023-06-30,-5093000000,0000012927-23-000048,2023,Q2,10-Q,2023-07-26,
THE BOEING COMPANY,12927,NetCashProvidedByUsedInFinancingActivities,2023-01-01,2023-09-30,-5131000000,0000012927-23-000062,2023,Q3,10-Q,2023-10-25,
