EntityName,CIK,Metric,End,Value
THE BOEING COMPANY,12927,AccountsPayable,2008-12-31,5871000000.0
THE BOEING COMPANY,12927,AccountsPayable,2009-06-30,6664000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2008-12-31,5871000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2008-12-31,5871000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2009-09-30,7053000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2009-12-31,7096000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2009-12-31,7096000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2009-12-31,7096000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2009-12-31,7096000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2009-12-31,7096000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-03-31,7469000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-06-30,6960000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-09-30,7563000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-12-31,7715000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-12-31,7715000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-12-31,7715000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-12-31,7715000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2010-12-31,7715000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-03-31,8304000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-06-30,8262000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-09-30,8502000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-12-31,8406000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-12-31,8406000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-12-31,8406000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-12-31,8406000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2011-12-31,8406000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-03-31,9041000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-06-30,9273000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-09-30,9152000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-12-31,9394000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-12-31,9394000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-12-31,9394000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-12-31,9394000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2012-12-31,9394000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-03-31,9876000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-06-30,10437000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-09-30,10657000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-12-31,9498000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-12-31,9498000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-12-31,9498000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-12-31,9498000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2013-12-31,9498000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-03-31,10779000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-06-30,11060000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-09-30,11136000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-12-31,10667000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-12-31,10667000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-12-31,10667000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-12-31,10667000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2014-12-31,10667000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-03-31,11497000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-06-30,11531000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-09-30,11777000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-12-31,10800000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-12-31,10800000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-12-31,10800000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-12-31,10800000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2015-12-31,10800000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-03-31,11558000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-06-30,11748000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-09-30,11968000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-12-31,11190000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-12-31,11190000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-12-31,11190000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-12-31,11190000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2016-12-31,11190000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-03-31,11964000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-06-30,12093000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-09-30,12718000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-12-31,12202000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-12-31,12202000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-12-31,12202000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-12-31,12202000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2017-12-31,12202000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-03-31,12613000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-06-30,12904000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-09-30,13663000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-12-31,12916000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-12-31,12916000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-12-31,12916000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-12-31,12916000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2018-12-31,12916000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-03-31,14693000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-06-30,15267000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-09-30,15101000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-12-31,15553000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-12-31,15553000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-12-31,15553000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-12-31,15553000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2019-12-31,15553000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-03-31,14963000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-06-30,13700000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-09-30,14479000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-12-31,12928000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-12-31,12928000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-12-31,12928000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-12-31,12928000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2020-12-31,12928000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-03-31,12410000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-06-30,11450000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-09-30,10151000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-12-31,9261000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-12-31,9261000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-12-31,9261000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-12-31,9261000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2021-12-31,9261000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2022-03-31,8779000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2022-06-30,9575000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2022-09-30,9793000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2022-12-31,10200000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2022-12-31,10200000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2022-12-31,10200000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2022-12-31,10200000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2023-03-31,10274000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2023-06-30,10936000000.0
THE BOEING COMPANY,12927,AccountsPayableCurrent,2023-09-30,11143000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2013-12-31,6525000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2014-12-31,7845000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2014-12-31,7845000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2014-12-31,7845000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2014-12-31,7845000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2014-12-31,7845000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-03-31,8154000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-06-30,8000000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-09-30,8956000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-12-31,8705000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-12-31,8705000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-12-31,8705000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-12-31,8705000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2015-12-31,8705000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2016-03-31,9807000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2016-06-30,9880000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2016-09-30,9548000000.0
THE BOEING COMPANY,12927,AccountsReceivableFairValueDisclosure,2016-12-31,8830000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2008-12-31,5602000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2008-12-31,5602000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2008-12-31,5602000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2009-06-30,6588000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2009-09-30,6718000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2009-12-31,5785000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2009-12-31,5785000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2009-12-31,5785000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2009-12-31,5785000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2009-12-31,5785000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-03-31,6359000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-06-30,6565000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-09-30,6445000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-12-31,5422000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-12-31,5422000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-12-31,5422000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-12-31,5422000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2010-12-31,5422000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-03-31,6036000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-06-30,6162000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-09-30,6296000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-12-31,5793000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-12-31,5793000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-12-31,5793000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-12-31,5793000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2011-12-31,5793000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-03-31,6475000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-06-30,5894000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-09-30,5437000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-12-31,5608000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-12-31,5608000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-12-31,5608000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-12-31,5608000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2012-12-31,5608000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-03-31,6351000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-06-30,6406000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-09-30,6652000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-12-31,6546000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-12-31,6546000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-12-31,6546000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-12-31,6546000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2013-12-31,6546000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-03-31,7341000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-06-30,7694000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-09-30,7799000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-12-31,7729000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-12-31,7729000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-12-31,7729000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-12-31,7729000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2014-12-31,7729000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-03-31,8087000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-06-30,7927000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-09-30,8854000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-12-31,8713000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-12-31,8713000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-12-31,8713000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-12-31,8713000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2015-12-31,8713000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-03-31,9711000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-06-30,9809000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-09-30,9524000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-12-31,8832000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-12-31,8832000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-12-31,8832000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-12-31,8832000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2016-12-31,8832000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-03-31,9335000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-06-30,9503000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-09-30,10644000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-12-31,10516000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-12-31,2894000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-12-31,2894000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-12-31,2894000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2017-12-31,2894000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-03-31,2802000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-06-30,2823000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-09-30,2893000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-12-31,3879000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-12-31,3879000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-12-31,3879000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-12-31,3879000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2018-12-31,3879000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-03-31,3669000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-06-30,3291000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-09-30,3564000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-12-31,3266000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-12-31,3266000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-12-31,3266000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-12-31,3266000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2019-12-31,3266000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-03-31,3211000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-06-30,2793000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-09-30,2762000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-12-31,1955000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-12-31,1955000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-12-31,1955000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-12-31,1955000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2020-12-31,1955000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-03-31,2356000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-06-30,2490000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-09-30,2247000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-12-31,2641000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-12-31,2641000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-12-31,2641000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-12-31,2641000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2021-12-31,2641000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2022-03-31,2407000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2022-06-30,2996000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2022-09-30,2673000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2022-12-31,2517000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2022-12-31,2517000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2022-12-31,2517000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2022-12-31,2517000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2023-03-31,2862000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2023-06-30,2945000000.0
THE BOEING COMPANY,12927,AccountsReceivableNetCurrent,2023-09-30,3032000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2008-12-31,731000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2008-12-31,731000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-01-02,731000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-06-30,742000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-09-30,732000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-12-31,706000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-12-31,706000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-12-31,706000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-12-31,706000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-12-31,706000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-12-31,706000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2009-12-31,706000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-03-31,716000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-06-30,759000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-06-30,759000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-09-30,743000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-09-30,743000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2010-12-31,721000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-03-31,712000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-03-31,712000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-06-30,788000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-06-30,788000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-09-30,787000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-09-30,787000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2011-12-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-03-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-03-31,758000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-06-30,770000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-06-30,770000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-09-30,762000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-09-30,762000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2012-12-31,710000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-03-31,707000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-03-31,707000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-06-30,698000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-06-30,698000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-09-30,689000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-09-30,689000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-12-31,649000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-12-31,649000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-12-31,649000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-12-31,649000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-12-31,649000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-12-31,649000000.0
THE BOEING COMPANY,12927,AccrualForEnvironmentalLossContingencies,2013-12-31,649000000.0
